"","Culm_diameter","Culm_length","Culm_number","Grain_length","Grain_width","Grain_weight","Heading_date","Ligule_length","Leaf_length","Leaf_width","Panicle_length","Seedling_height"
"IRIS_313.8757",4,122,15,8.1,3.5,2.9,113,18,50,1.2,23,40
"IRIS_313.11974",5,85,16,7.5,2.7,2.4,155,21,53,1.2,25,36
"IRIS_313.10798",4,106,9,6.9,3.5,2.2,80,10,60,1.8,28,34
"IRIS_313.11973",2,63,14,6.8,3.1,2.1,58,11,28,1,15,35
"IRIS_313.10656",5,115,12,10.4,3.9,3.6,96,18,56,2,27,42
"IRIS_313.8733",6,161,21,7,3.1,2.3,118,27,54,1.4,25,45
"IRIS_313.11078",6,136,12,10.2,3.3,3.1,91,22,76,1.7,32,37
"IRIS_313.7736",4,81,20,8.3,3.2,2.9,73,19,45,1.2,22,24
"IRIS_313.9468",3,63,13,8,3.7,3.2,74,10,22,0.8,16,30
"IRIS_313.9995",3,62,8,8.2,3,2.8,70,9,24,1.1,17,41
"IRIS_313.10437",4,66,35,7.6,3.3,2.4,69,9,40,0.8,16,15
"IRIS_313.8755",4,72,20,7.4,3.5,2.6,69,12,42,1.2,23,14
"IRIS_313.8864",5,109,17,8.3,3.7,2.6,61,13,45,1.1,23,34
"IRIS_313.11762",5,124,30,9,2.1,2.2,127,15,44,1.1,22,37
"IRIS_313.10032",4,113,28,8.7,2.4,1.6,132,26,76,1.1,25,55
"IRIS_313.11761",6,107,21,10.2,2.8,2.6,117,22,52,1.2,26,43
"IRIS_313.10030",6,121,14,9.8,3.3,2.5,102,27,63,1.5,34,53
"IRIS_313.11558",5,165,14,9.7,3,2.8,124,30,72,1.1,31,52
"IRIS_313.11139",5,154,11,9.4,3,2.8,104,21,62,1.7,26,47
"IRIS_313.9570",3,71,20,9.5,3,2.9,86,12,33,1.3,21,32
"IRIS_313.8638",5,144,12,10.4,3.5,3.1,104,21,70,2.1,26,41
"IRIS_313.10628",5,160,25,8.9,2.6,2.1,127,21,71,1.6,32,24
"IRIS_313.9839",4,80,16,8.3,3.6,3.7,62,13,42,1.3,22,37
"IRIS_313.10752",5,134,13,9.6,2.6,2.3,81,14,61,1.4,25,41
"IRIS_313.9882",4,82,12,8.2,2.9,3,71,13,44,0.8,25,20
"IRIS_313.10516",6,131,20,8.6,3.1,2.4,92,14,61,1.9,28,19
"IRIS_313.11684",6,149,18,8.6,2.2,1,145,17,62,1.5,23,39
"IRIS_313.9759",6,90,20,7.8,3.7,2.7,71,12,46,1.4,18,19
"IRIS_313.10568",4,67,15,7.4,3.5,2.7,93,11,40,1,20,17
"IRIS_313.8572",5,132,25,9.1,3.1,3.2,108,14,63,1.5,32,21
"IRIS_313.11242",4,126,14,8.6,2.8,1.9,120,16,64,1.3,24,43
"IRIS_313.8523",5,120,12,9.7,3.3,3.2,74,16,53,1.8,27,31
"IRIS_313.10728",4,156,14,7.9,3.2,2.5,126,19,72,1.4,24,39
"IRIS_313.11223",5,121,15,7.8,3.5,2.3,128,21,56,1.2,25,49
"IRIS_313.10073",4,82,15,8.3,3.4,2.5,81,9,36,1.1,21,47
"IRIS_313.11512",5,134,32,10.5,2.9,2.4,106,17,65,1.5,28,31
"IRIS_313.10458",6,99,20,7.8,3.2,2,70,17,57,1.4,24,25
"IRIS_313.11765",5,122,21,6.5,2.5,1.2,125,32,70,1,32,36
"IRIS_313.11764",8,131,10,7.5,3,3.9,127,16,49.8,1.2,23.6,47
"IRIS_313.10581",7,106,18,8.5,3,2.1,109,12,52,1.7,27,45
"IRIS_313.9687",7.1,133,14,8,3.2,2.8,136,18,61.2,1.4,23.8,39
"IRIS_313.10682",5,126,10,8.6,3.7,2.7,112,18,60,1.6,20,38
"IRIS_313.11975",6,122,17,7.4,2.4,1.8,146,25,62,1.1,25,37
"IRIS_313.11976",7,132,16,7.6,2.7,1.9,143,15,69,1.3,23,35
"IRIS_313.11554",5,133,14,8.4,2.7,1.8,166,24,68,1.3,28,39
"IRIS_313.11555",6,113,16,8.1,3.1,2.5,173,17,51,1.5,24,74
"IRIS_313.10476",5,90,15,8.1,3.5,2.5,80,17,48,1,26,26
"IRIS_313.11140",4,144,14,7.8,3.2,2.9,116,19,67,1.6,27,43
"IRIS_313.10953",6,148,12,8.6,2.9,2.1,103,15,75,2.3,26,18
"IRIS_313.10703",5,130,13,9.2,3.1,2.8,91,11,55,1.3,22,39
"IRIS_313.11497",5,158,20,9.3,3.6,2.6,124,22,80,1.3,24,32
"IRIS_313.10943",5,139,22,7.7,2.9,2.3,143,23,71,1.8,21,19
"IRIS_313.11328",5,120,12,8,3.8,2.8,100,20,58,1.8,23,44
"IRIS_313.10704",5,112,12,9.6,3.1,2.9,91,14,65,1.6,30,46
"IRIS_313.10954",5,154,14,8.4,3.2,3,115,23,73,2,32,24
"IRIS_313.11498",5,141,20,9.5,3.7,3,133,25,71,2.1,34,31
"IRIS_313.11312",5,145,16,7.7,3,1.3,128,20,69,1.7,26,48
"IRIS_313.11329",5,139,14,9.8,3.1,2.8,104,19,64,1.6,22,50
"IRIS_313.10687",5,147,15,9.7,2.9,2.9,137,28,71,1.8,31,36
"IRIS_313.10955",4,143,13,5.9,3,1.6,108,14,60,1.5,25,20
"IRIS_313.11313",5,105,10,8.2,3.8,2.2,102,20,53,2,26,26
"IRIS_313.8865",5,104,13,8,3.4,2.4,100,10,61,1.4,18,22
"IRIS_313.11904",6,136,17,8.2,2.6,1.8,131,17,60,1.4,24,25
"IRIS_313.10688",5,134,13,8.2,2.7,2.5,143,26,58,1.6,28,36
"IRIS_313.11499",5,95,7,8.4,3.1,2.8,68,15,43,1.5,30,43
"IRIS_313.11819",5,78,15,9.5,2.4,2.8,114,23,48,1.3,21,41
"IRIS_313.11003",5,129,9,9.2,3.1,2.4,89,20,67,1.7,29,29
"IRIS_313.10799",5,118,11,8.6,3.8,3.1,88,20,67,1.8,34,34
"IRIS_313.11004",5,145,13,9,3.4,3.1,89,17,60,1.6,34,26
"IRIS_313.11001",5,136,9,9.9,3,2.6,89,15,59,1.6,28,28
"IRIS_313.8880",6,118,20,8.9,3.4,2.9,101,18,57,1.4,26,25
"IRIS_313.11535",7.7,151,11,8.2,3,3,151,23,53.8,1.1,30.6,35
"IRIS_313.10934",5,137,12,8.8,3.3,2.7,114,20,72,1.9,30,51
"IRIS_313.8474",5,97,19,9.2,3.2,3,123,15,53,1.5,24,46
"IRIS_313.9415",6,141,19,8,2.6,2.1,145,15,55,1.3,23,37
"IRIS_313.9065",4,78,13,7.6,3.3,2.4,83,19,53,1.6,26,34
"IRIS_313.8645",4,66,15,8.1,3,2.3,75,18,41,1.2,21,19
"IRIS_313.11207",5,108,12,8.7,3.1,2.2,138,21,66,1.4,31,64
"IRIS_313.11189",5,124,12,9.8,3.6,2.8,67,15,49,1.3,24,48
"IRIS_313.11820",5.3,95,18,10.1,2.7,3.4,122,33,43,1.4,22,41
"IRIS_313.10931",5,140,8,8.2,3.7,3.4,95,17,59,2.1,33,23
"IRIS_313.9285",4,84,20,8,3.3,2.3,62,19,49,1,24,43
"IRIS_313.10800",4,154,14,10.1,2.7,2.9,115,13,66,1.6,33,26
"IRIS_313.9451",5,141,10,9.8,2.9,2.8,114,23,70,1.2,26,47
"IRIS_313.9568",5,120,7,8.6,3.7,3.4,114,17,65,1.7,32,44
"IRIS_313.11843",6,136,19,7.6,2.4,1.9,161,26,77,1.5,25,38
"IRIS_313.11603",4,85,18,8.2,3.1,2.9,76,14,32,0.8,23,52
"IRIS_313.10994",4,125,18,8.9,3.3,2.6,96,18,63,1.9,30,28
"IRIS_313.10978",4,123,13,9.1,2.9,2.5,90,24,55,1.1,24,30
"IRIS_313.11368",5,130,16,8.8,3.9,2.9,124,47,61,1.6,29,34
"IRIS_313.11068",5,138,25,8.2,3,2.3,68,13,61,1.3,27,39
"IRIS_313.9083",4,120,20,8,2.5,1.6,105,26,60,1.3,28,23
"IRIS_313.10930",5,83,11,7.5,3.2,2.8,80,22,40,1.4,21,14
"IRIS_313.9949",6,134,13,9,4,3.6,104,23,64,1.6,30,57
"IRIS_313.8873",3,64,14,7.3,3.1,2.3,68,10,31,1.2,19,23
"IRIS_313.9351",5,108,16,8.8,3.3,2.7,78,7,49,1,24,37
"IRIS_313.10580",5,116,15,8.5,2.8,2,118,17,72,1.7,32,28
"IRIS_313.10578",6.6,107,12,9,3.6,2.9,109,17,54.2,1.7,28.6,39
"IRIS_313.10801",4,143,13,8.9,3.2,3.2,115,19,57,2,35,39
"IRIS_313.11208",5,145,18,10.2,2.6,2.4,154,32,73,1.1,27,56
"IRIS_313.10506",6,146,25,9.5,3,2.3,148,26,69,1.3,31,39
"IRIS_313.11540",6,112,8,9.3,3.3,3.2,98,11,59,2.1,29,48
"IRIS_313.8932",5,138,15,8,2.8,1.5,106,16,55,1.5,28,46
"IRIS_313.8632",5,98,20,8.1,2.6,2.2,116,24,53,1.1,26,41
"IRIS_313.9049",5,162,18,11.2,2.7,3.2,134,22,62,1,28,62
"IRIS_313.11224",5,135,15,10.1,2.6,2.2,128,20,63,1.2,28,61
"IRIS_313.11738",6,104,17,8.4,3.2,2.7,84,20,63,1.7,21,41
"IRIS_313.11508",5,116,15,9.4,2.9,2.5,110,17,59,1.3,24,33
"IRIS_313.11905",5,112,23,8.3,2.6,2,134,18,41,1.5,22,27
"IRIS_313.10295",6.5,64,18,9.5,2.3,1.9,89,20,38.8,1.7,23.6,25
"IRIS_313.11099",5,153,14,9,3.3,2.7,157,16,53,1.2,29,63
"IRIS_313.11931",4.7,63,24,7.9,3.5,3.1,70,11,35,0.9,19,26
"IRIS_313.11314",5,134,15,9.6,3,2.2,120,20,64,1.5,30,47
"IRIS_313.11315",5,143,15,9,2.8,2.3,120,24,70,1.4,21,47
"IRIS_313.10717",5,144,16,8.9,3.6,3.6,112,25,70,1.3,26,41
"IRIS_313.10835",4,129,14,8.3,3,2.2,70,20,69,1.1,22,54
"IRIS_313.8647",4,116,20,8.2,3,2.6,86,18,57,1,27,49
"IRIS_313.10757",5,139,13,10.2,2.5,2.2,156,25,53,1.3,32,37
"IRIS_313.10802",5,138,14,7.8,3.7,2.7,106,22,65,2,34,32
"IRIS_313.11080",5,124,11,9.2,3.4,3,84,36,55,1.6,26,49
"IRIS_313.11079",4,140,16,9.7,3.1,3,112,18,58,1.4,26,36
"IRIS_313.10913",5,139,12,8.3,2.7,2.2,139,22,57,1.3,27,30
"IRIS_313.10915",4,156,13,8.5,2.5,2,139,31,61,1.3,25,29
"IRIS_313.10651",5,139,13,9.9,3.4,2.8,112,19,64,2,23,34
"IRIS_313.10459",6,62,15,7,3.3,1.9,82,15,38,0.8,22,20
"IRIS_313.9880",4,72,11,8.3,3.2,2.6,72,10,41,1,18,41
"IRIS_313.10158",4,99,29,10.2,2.8,2.6,132,25,70,1,23,23
"IRIS_313.10484",5,115,20,8.2,3.1,1.9,76,21,59,1.4,24,22
"IRIS_313.10992",5,144,18,7.5,3.3,2.2,102,20,52,1.1,22,32
"IRIS_313.10134",5,157,20,9.8,2.8,2.7,140,31,57,1.5,23,39
"IRIS_313.10710",5,97,7,8,3.4,2.9,91,16,51,1.5,21,29
"IRIS_313.9017",5,148,20,8.5,3,2.5,105,20,80,1.2,24,20
"IRIS_313.10919",5,107,14,8.9,3.1,2.6,95,19,52,1.8,27,21
"IRIS_313.10920",5,100,12,8.6,3.1,2.7,95,20,53,1.8,28,20
"IRIS_313.11235",5,144,13,11.4,2.9,2.9,112,20,60,1.3,27,51
"IRIS_313.11420",4,134,15,9.3,3.3,3.6,126,26,65,1.1,24,52
"IRIS_313.11763",5,72,19,8.7,2.8,2.2,92,15,37,1.2,26,38
"IRIS_313.11654",3,51,12,7.3,3.4,2.8,72,11,32,0.9,15,29
"IRIS_313.10803",5,162,13,8.4,3.3,2.4,99,18,65,2.1,35,34
"IRIS_313.11685",5.7,100,18,8.9,3,2.9,130,20,45,1.5,26,36
"IRIS_313.11900",6,117,12,10.8,4.1,3.7,107,18,80,2.1,31,41
"IRIS_313.8586",8,161,8,9.3,3.5,3.6,122,21,69,1.9,27,41
"IRIS_313.11342",5,107,17,9.2,3.7,3.4,108,17,70,1.2,35,25
"IRIS_313.9636",4,75,16,7,2.7,1.6,77,15,49,0.8,24,49
"IRIS_313.9831",5,147,19,9.1,3.6,3.1,112,27,72,1.8,24,42
"IRIS_313.8324",6,129,10,8.9,3.4,2.7,116,18,62,1.9,29,34
"IRIS_313.11630",5.3,121,13,7.9,2.1,1.8,108,23,56,1.1,28,31
"IRIS_313.8244",6,120,20,7.9,3.2,2.3,101,21,70,1.2,31,29
"IRIS_313.11087",5,138,15,10.4,2.6,2.3,156,17,46,1,25,38
"IRIS_313.11041",5,121,21,8.4,3.2,2.2,77,19,58,1.2,29,33
"IRIS_313.11019",4,93,30,8.2,3.1,2.5,68,21,49,0.9,24,51
"IRIS_313.11960",5,58,27,9.4,2.5,2.3,88,15,38,1.1,25,40
"IRIS_313.10726",5,142,17,9.2,2.5,2.1,119,31,74,1.5,30,38
"IRIS_313.11480",5,53,17,9.5,2.8,2.7,95,20,45,1.3,19,40
"IRIS_313.11509",5,141,15,11,2.7,3.1,118,23,70,1.4,23,53
"IRIS_313.10648",6,148,17,10.2,2.8,2.4,112,37,93,1.8,23,34
"IRIS_313.8627",6,86,15,9.6,3.1,3,82,16,51,1.5,28,21
"IRIS_313.10523",6,141,25,8.7,3.3,3.9,174,15,50,1,21,30
"IRIS_313.10804",4,126,19,7.8,2.1,2.2,115,19,53,1.9,30,30
"IRIS_313.11844",6,141,13,8.7,3,2.6,122,21,66,1.4,25,54
"IRIS_313.8509",5.3,144,20,7.8,2.1,1.7,109,20,40,1,26,34
"IRIS_313.10805",5,142,9,8.3,3.4,2.6,99,21,55,2.1,30,31
"IRIS_313.11005",5,129,16,9,3.4,2.6,110,19,68,1.5,24,21
"IRIS_313.11006",5,155,16,8,3,2.6,118,35,64,1.7,26,46
"IRIS_313.11810",5,156,15,9.9,2.9,2.3,124,14,60,1.4,28,49
"IRIS_313.8725",4,130,16,7.8,2.5,1.7,117,18,61,1.7,26,27
"IRIS_313.11007",5,131,13,8.3,3.5,2.7,110,22,65,1.9,29,29
"IRIS_313.11008",4,150,11,9,3.2,2.8,96,23,60,1.6,28,31
"IRIS_313.11009",4,133,11,9.8,3.2,2.8,89,14,64,1.6,29,29
"IRIS_313.10480",6,149,20,8.8,3.4,2.2,127,21,64,1.7,26,28
"IRIS_313.11010",4,141,15,8.1,2.6,1.9,96,15,56,1.4,31,29
"IRIS_313.11849",7.3,165,10,10.1,3,3.3,122,22,59,1.8,26.8,49
"IRIS_313.10937",5,151,19,7.8,3.4,2.5,143,23,62,1.8,23,25
"IRIS_313.9375",5,108,12,10.3,3.2,3.2,90,12,53,1.4,29,40
"IRIS_313.8306",6.5,141,24,8.2,3.2,2.7,129,22,66.6,1.2,29.6,42
"IRIS_313.9271",4,122,20,8.2,2.8,2.3,90,14,51,1,29,32
"IRIS_313.8381",6,123,11,8.4,3.9,3.3,107,8,55,1.9,25,36
"IRIS_313.11343",7.1,152,13,10.4,3,3.1,127,24,65.6,1.4,28,27
"IRIS_313.9310",6,116,13,7.2,3,2.2,164,24,57,1.6,25,34
"IRIS_313.10956",5,134,13,8.1,3.3,2.8,115,19,68,2,28,12
"IRIS_313.11966",6,95,18,8.4,3,2.4,89,19,60,1.5,22,49
"IRIS_313.11952",4,94,26,8.2,2.9,2.1,82,16,41,1.2,23,59
"IRIS_313.11730",4,82,21,7.1,3.1,2.3,104,15,46,1.1,21,29
"IRIS_313.11731",5,70,17,9.7,2.6,2.6,91,11,43,1.2,19,30
"IRIS_313.11732",5,60,21,7.5,3.3,2.2,70,13,36,1.3,19,27
"IRIS_313.10582",6,116,10,9.4,3.8,2.5,108,18,70,2.1,36,25
"IRIS_313.11686",6,136,18,10.5,3.2,2.8,142,16,66,1.5,26,41
"IRIS_313.9898",5,148,15,10.2,3,2.6,103,30,65,1.6,28,37
"IRIS_313.11804",5,58,20,8.1,3.3,2.3,75,15,42,1.4,22,33
"IRIS_313.11232",5,110,12,9,3.6,3.2,68,19,55,1.5,19,49
"IRIS_313.10620",3,102,7,10.4,2.7,3.8,90,13,47,1.3,30,41
"IRIS_313.11807",5,94,21,9.6,2.5,2.4,105,15,47,1.2,22,37
"IRIS_313.11808",5,73,21,10.2,2.4,2.5,96,17,41,1.2,23,39
"IRIS_313.10649",5,113,11,8.9,3.3,3.2,91,15,62,1.7,29,32
"IRIS_313.10806",4,154,17,8.9,2.8,2.2,120,20,52,1.7,24,29
"IRIS_313.8956",5,126,20,7.5,2.7,1.8,95,24,53,1.3,26,16
"IRIS_313.9273",5,143,19,8.1,2.7,1.8,170,23,59,1.5,20,46
"IRIS_313.10701",5,128,12,8,2.7,2.1,138,27,56,1.2,27,53
"IRIS_313.10698",3,155,16,8.5,2.8,2.4,124,16,43,1.3,31,37
"IRIS_313.8316",5,145,19,8.6,3.1,2.7,136,19,65,1.4,29,57
"IRIS_313.8614",4,139,28,7.3,2.8,1.6,118,28,63,1.9,26,26
"IRIS_313.10926",5,138,11,7.8,3.1,2.6,84,17,50,1.1,26,35
"IRIS_313.11485",8.3,115,14,8.3,2.7,2.8,167,24,55.2,1.1,26.8,40
"IRIS_313.11369",5,130,15,9.9,2.5,2.4,124,21,64,1.6,22,37
"IRIS_313.10807",4,149,14,8.6,2.7,2.3,115,20,79,1.4,29,30
"IRIS_313.10692",4,83,17,8.8,2.8,2.7,143,27,48,1.9,23,26
"IRIS_313.10957",5,127,13,9,2.8,2.1,108,15,65,2.1,26,13
"IRIS_313.9832",5,151,16,6.3,3.2,1.7,105,22,69,1.7,25,34
"IRIS_313.11172",4,109,12,7.8,2.6,2.4,77,18,55,1.1,21,48
"IRIS_313.11191",5,95,15,6.3,2.8,1.4,77,19,53,1,23,46
"IRIS_313.11316",5,141,15,6.7,2.9,1.6,140,26,70,1.5,23,32
"IRIS_313.10808",5,162,11,9.2,3.4,2.9,99,18,62,1.9,34,41
"IRIS_313.11243",4,63,15,9.2,2.5,1.5,81,20,41,1.5,23,29
"IRIS_313.11567",4,158,19,8.6,2.5,2,118,20,63,1.1,27,45
"IRIS_313.11033",4,107,22,9.6,3,2.7,78,24,63,1.2,32,45
"IRIS_313.10549",6,106,15,8.1,2.9,2,88,17,49,1.3,25,25
"IRIS_313.9108",5,142,15,8.1,3.1,2.2,138,29,54,1.6,22,64
"IRIS_313.9770",5,86,10,9.2,3.9,3.3,75,12,46,1.3,21,21
"IRIS_313.10147",4,119,14,11,2.6,2.8,96,9,36,1.2,24,61
"IRIS_313.10062",4,84,13,10,3,2.9,79,8,41,1.1,22,49
"IRIS_313.8812",5,149,18,7.9,3.1,2.3,122,22,66,1.5,32,26
"IRIS_313.8744",5,158,16,8.3,3,2.2,94,20,73,1.5,31,43
"IRIS_313.10958",5,129,10,9.4,2.3,1.8,103,17,67,2.2,29,15
"IRIS_313.10736",5,96,18,6.5,2.8,1.6,73,17,34,1.2,21,28
"IRIS_313.8323",5,107,35,9.1,2.3,2,94,16,65,1.5,28,21
"IRIS_313.10074",4,67,12,7.8,3.1,2.3,74,11,32,1.1,18,43
"IRIS_313.9523",6,68,20,7.6,3.6,2.5,69,11,40,1.2,18,19
"IRIS_313.8400",4,75,20,7.6,3.7,2.6,74,5,34,1.4,19,16
"IRIS_313.9789",5,79,20,7.8,3.3,2.4,85,12,36,1.2,23,17
"IRIS_313.9239",5,161,16,10.1,3.3,2.9,109,19,70,1.5,23,48
"IRIS_313.10034",5,140,20,10.7,2.7,2.8,124,18,67,1.1,24,56
"IRIS_313.10035",6,112,15,9.3,3.3,2.6,126,20,58,1.8,25,41
"IRIS_313.10552",6,115,10,9,3.3,2.5,101,15,65,1.4,28,33
"IRIS_313.9937",4,71,15,9.8,3.3,2.8,76,11,42,0.9,18,44
"IRIS_313.9740",5,88,16,8.9,2.9,2.2,105,15,42,1.1,21,58
"IRIS_313.11772",6.5,131,22,9.2,2.9,2.6,92,24,47.8,1.1,27.6,43
"IRIS_313.11668",3,60,16,8.5,3,2.1,74,15,31,1.2,20,30
"IRIS_313.8704",6,120,19,10.4,2.9,3.1,120,18,52,1.5,23,40
"IRIS_313.11247",4,68,13,9.3,3,2.5,70,14,46,1.3,23,40
"IRIS_313.11245",4,84,12,9.2,2.7,1.9,78,15,48,1.5,24,35
"IRIS_313.9566",4,73,14,9.9,2.9,2.3,88,13,41,1.1,26,30
"IRIS_313.9604",4,71,13,9,2.8,2.3,77,9,40,1.7,24,36
"IRIS_313.9522",4,53,16,9.5,2.4,2.2,84,17,42,1.1,20,33
"IRIS_313.10412",5.6,88,17,7.5,2.8,3,85,13,38.8,1.3,25.4,35
"IRIS_313.9429",5,126,20,7,3.2,1.8,108,21,60,1.3,28,24
"IRIS_313.11178",6,160,11,9.8,3,2.8,124,20,74,1.4,30,57
"IRIS_313.10318",6.4,64,30,11.2,2.4,2.6,87,16,32.6,0.6,24.8,29
"IRIS_313.10477",5,95,20,8.4,3,2.3,80,21,60,1.2,24,18
"IRIS_313.8856",4,40,9,7.9,3.7,2.8,66,8,32,0.8,16,20
"IRIS_313.11687",7.3,161,14,9.5,2.6,2.8,136,23,59.6,1.7,29.8,42
"IRIS_313.11392",5,133,18,9.7,2.8,2,118,17,60,1.6,20,36
"IRIS_313.12296",6.3,163,11,8.1,2.6,2.3,115,29,48,1.9,27.2,42
"IRIS_313.11789",5,111,13,10.2,2.8,2.6,131,16,48,1.5,29,42
"IRIS_313.11162",4,73,17,10.6,2.9,2.6,88,27,58,1.5,25,36
"IRIS_313.11370",4,138,15,9,3.5,3.2,96,19,53,1.4,20,32
"IRIS_313.10642",3,51,20,7.6,3.4,2.6,81,12,36,1.2,17,29
"IRIS_313.11173",5,112,15,9.7,2.7,2.5,83,15,61,1.4,24,50
"IRIS_313.9325",6,77,20,9.1,2.7,2.5,119,17,48,1.5,26,30
"IRIS_313.11225",4,133,17,8.9,2.5,2,146,22,52,1.3,25,58
"IRIS_313.11226",5,160,14,9.4,3,2.4,130,21,80,1.3,31,65
"IRIS_313.8737",5,144,15,9.8,3,2.4,124,23,73,1.2,29,55
"IRIS_313.11227",5,142,12,9.2,3,2.3,128,20,60,1.4,26,57
"IRIS_313.11228",5,146,12,9.7,2.9,2.5,128,20,59,1.4,27,61
"IRIS_313.9582",7.4,169,11,9.5,2.7,2,154,17,60.8,1.5,24.8,35
"IRIS_313.11161",5,122,8,9.2,3.4,2.5,92,11,54,1.8,29,38
"IRIS_313.10964",5,111,26,7.8,3,2.4,65,21,72,1.3,22,21
"IRIS_313.8293",4,163,15,8.7,2.8,2.3,131,19,58,1.7,32,35
"IRIS_313.11387",5,165,17,9,3.1,2.5,146,21,65,1.5,26,60
"IRIS_313.9470",5,102,10,7.9,2.9,2,116,14,60,1.9,26,28
"IRIS_313.11111",4,96,17,9.2,3.4,2.7,61,18,55,1.2,22,32
"IRIS_313.11436",5,97,12,9.4,3.2,2.4,92,16,55,1.4,23,37
"IRIS_313.11462",4,75,11,8.4,2,1.3,84,15,42,1.1,23,44
"IRIS_313.10661",5,156,18,8.8,3.4,3,96,26,73,1.7,24,40
"IRIS_313.10809",5,147,15,8.2,3.5,2.7,106,16,62,2.3,30,32
"IRIS_313.11953",4,109,21,8.4,3.1,2.3,77,14,51,1.2,23,59
"IRIS_313.8380",4,101,40,8.3,2.8,1.8,75,18,55,1.1,25,26
"IRIS_313.10129",4,84,20,8.2,3.1,2,72,26,58,1.1,27,29
"IRIS_313.11871",3.3,87,19,8.1,2.8,2.1,73,16,36,1.1,19,54
"IRIS_313.10075",4.3,73,16,8.5,3.5,3.1,82,12,33,1.2,19,45
"IRIS_313.10521",4,106,30,9.3,2.7,2.3,105,25,75,1.4,27,20
"IRIS_313.10014",3,85,13,9.1,3.7,3.3,80,15,51,1.3,14,34
"IRIS_313.11034",4,82,20,8.7,2.5,1.8,72,21,44,1,25,40
"IRIS_313.8457",8.2,129,11,6.5,2.9,2.5,154,22,56.6,1.3,23.6,39
"IRIS_313.11371",4,100,13,8.8,3.3,2.2,82,15,60,1.1,22,46
"IRIS_313.8279",8,168,10,9.7,3.8,3.7,99,12,80,2.4,30,35
"IRIS_313.11925",8.3,169,18,9.8,2.5,2.9,139,19,55.8,1.4,28,41
"IRIS_313.11393",5,147,17,10.8,3,3.6,128,18,74,0.7,26,60
"IRIS_313.11110",5,137,13,8.9,3.2,2.4,91,23,77,1.6,27,50
"IRIS_313.8745",6,122,20,9.4,3.2,2.7,82,15,56,1.6,27,21
"IRIS_313.10810",5,181,12,9.6,3.3,2.7,106,24,70,1.8,27,44
"IRIS_313.11460",4,87,17,8,3.2,1.4,86,11,52,1.2,23,45
"IRIS_313.10811",4,146,18,8.7,3.4,2.9,94,25,80,1.4,28,40
"IRIS_313.10562",6,125,15,8.9,3.5,2.8,109,17,59,1.1,20,22
"IRIS_313.10084",4.3,49,23,8.4,3.5,3.1,64,8,29,1.4,13,21
"IRIS_313.10743",5,72,6,7.5,2.9,2.7,99,13,51,1.6,23,19
"IRIS_313.9699",5,134,35,8.5,3.4,2.7,172,32,74,1.5,26,25
"IRIS_313.10428",4,122,25,7.4,3,2.4,172,26,62,1.5,23,24
"IRIS_313.10693",6,127,11,8.9,3.3,3.6,112,18,55,2.1,33,39
"IRIS_313.8557",4,148,13,8.5,2.8,2.1,132,19,58,1.5,24,31
"IRIS_313.8987",7,156,14,9.9,2.6,2.4,120,21,62,1.9,29,37
"IRIS_313.10812",5,164,13,8.2,2.8,2.1,115,20,72,1.7,31,38
"IRIS_313.11850",7.4,128,18,7.8,2.4,1.5,133,21,55,1.7,26.4,38
"IRIS_313.11632",6,155,10,7.1,2.3,1.5,100,28,57,1.3,34,43
"IRIS_313.10563",4,42,15,9.5,3.4,3.2,81,15,39,0.9,18,32
"IRIS_313.11579",4,92,33,6.7,3.5,2,86,13,58,1.2,20,43
"IRIS_313.11691",4,72,13,7.9,2.9,2.1,84,17,51,1.3,20,32
"IRIS_313.8814",4,116,17,7.1,3,2.1,102,17,55,1.2,24,36
"IRIS_313.10076",4.3,96,19,8.1,3.8,2.7,80,11,30,1.3,17,47
"IRIS_313.9346",4,91,15,7.4,3.5,2,62,19,56,1.2,24,23
"IRIS_313.10631",4,87,15,7.3,3.6,2,62,17,52,1.2,24,22
"IRIS_313.11214",4,120,15,8.8,3.1,2.3,113,16,56,1.5,24,48
"IRIS_313.11733",4,67,17,7.8,3.3,2.5,94,14,36,1.1,21,28
"IRIS_313.11547",7.7,121,9,8.9,2.9,1.8,136,22,63.8,1.5,28.2,43
"IRIS_313.11141",5,128,17,7.7,3.3,2.6,104,16,51,1.7,25,42
"IRIS_313.11142",5,144,13,8.7,3.2,2.5,90,22,71,1.4,29,42
"IRIS_313.11969",6,103,22,10.3,2.9,3.6,106,20,44,1.1,21,50
"IRIS_313.11734",5,73,17,8.1,3.2,2.8,88,14,52,1,21,31
"IRIS_313.8608",6.3,136,17,9.1,2.6,2.6,150,20,74,1.8,27,38
"IRIS_313.9098",7,128,16,6.9,2.9,1.6,156,20,56,1.4,27,36
"IRIS_313.11926",5.7,110,11,11.5,3.7,4.1,106,14,41,1.5,27,32
"IRIS_313.11179",5,118,12,8.1,3.2,2.5,102,24,58,1.1,26,53
"IRIS_313.11317",6,163,13,10.2,2.5,2.3,117,21,75,1.9,27,52
"IRIS_313.11655",4,71,11,7.8,3.6,3.1,72,9,32,1.1,22,38
"IRIS_313.11688",6,123,19,7.6,2.7,1.8,156,26,74,1.5,24,36
"IRIS_313.10697",5,157,11,9.4,2.5,2.6,137,19,56,1.4,27,33
"IRIS_313.8591",5,149,11,9.4,2.6,2.6,137,21,61,1.5,27,30
